"w-100 href","w_q67L","w_SrYk","absolute src","mr2","mr1","w_q67L 2","gray","mb1","normal","sans-serif","w_q67L 3","f7 2","flex src","f7 3","b","f7 4","b 2"
"https://www.walmart.ca/en/ip/Roasted-Fava-Bean-Variety-12-Pack-Zesty-Cheddar-Sea-Salt-Sweet-Chili-Plant-Protein-High-Source-Fibre-Low-Fat-Snack-Vegan-Gluten-Free-Non-GMO-Certifie/1EUZPI0SUEJ5?classType=REGULAR&from=/search","Roasted Fava Bean Variety 12 Pack | Zesty Cheddar |Sea Salt | Sweet Chili | Plant Protein | High Source of Fibre | Low Fat Snack | Vegan Snack | Gluten-Free Snack | Non-GMO Certified","","https://i5.walmartimages.com/asr/5c9df913-2125-4135-ab34-7da20d26ba11.33d2b634397fe1bb846cf3345a47f674.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$46.99","current price $46.99","","Three Farmers Foods","Roasted Fava Bean Variety 12 Pack | Zesty Cheddar |Sea Salt | Sweet Chili | Plant Protein | High Source of Fibre | Low Fat Snack | Vegan Snack | Gluten-Free Snack | Non-GMO Certified","1","5 out of 5 stars. 1 reviews","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Mountain-House-Scrambled-Eggs-Bacon-6-Cans-Freeze-Dried-Survival-Emergency-Food-10-Can-Gluten-Free-Breakfast-Meal-Easy-Prepare-Delicious-Nutritious/3XQF52D562QU?classType=VARIANT&from=/search","Mountain House Scrambled Eggs with Bacon (6 Cans) | Freeze Dried Survival & Emergency Food | #10 Can | Gluten-Free | Breakfast Meal | Easy to Prepare | Delicious and Nutritious","","https://i5.walmartimages.com/asr/b488d298-675a-4739-ad80-b938d35ccd1c.c665d5493e5a11082e4ca0b0ad2b24a2.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","","$449.99","current price $449.99","","Mountain House","Mountain House Scrambled Eggs with Bacon (6 Cans) | Freeze Dried Survival & Emergency Food | #10 Can | Gluten-Free | Breakfast Meal | Easy to Prepare | Delicious and Nutritious","","","","","Delivery","in 3+ days","",""
"https://www.walmart.ca/en/ip/Kar-S-Nuts-Sweet-N-Salty-Trail-Mix-Variety-Pack-Pack-Of-24-Salty-Spicy-Peanut-Butter-Dark-Chocolate-Individually-Wrapped-Gluten-Free-Snack/2NQK1FJBDID9?classType=REGULAR&athbdg=L1700&from=/search","Kar’S Nuts Sweet ‘N Salty Trail Mix Variety Pack, Pack Of 24 – Sweet ‘N Salty, Sweet ‘N Spicy, Peanut Butter ‘N Dark Chocolate – Individually Wrapped, Gluten-Free Snack Mix","Reduced price","https://i5.walmartimages.com/asr/cf88a38b-33a3-4157-8993-d4b715b18baa.3ece9c856da0b12060ab16a0b649bf47.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","Now $90.70","current price Now $90.70","","Pinsurad","Kar’S Nuts Sweet ‘N Salty Trail Mix Variety Pack, Pack Of 24 – Sweet ‘N Salty, Sweet ‘N Spicy, Peanut Butter ‘N Dark Chocolate – Individually Wrapped, Gluten-Free Snack Mix","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Pride-Of-India-Tomato-Papadum-10-Count-3-53oz-100gm-Protein-Fiber-Iron-Rich-Gluten-Free-Vegan-Lentil-Crackers-Healthy-Indian-Appetizer-Microwaveable/7DO7W1NJJCPT?classType=REGULAR&from=/search","Pride Of India | Tomato Papadum, 10-Count (3.53oz - 100gm) | Protein Fiber & Iron Rich, Gluten-Free Vegan Lentil Crackers, Healthy Indian Appetizer | Microwaveable & Ready in Seconds","","https://i5.walmartimages.com/asr/937549fe-efce-4777-9da3-a176f35dafb5.5677ea4fb2e2cdd7d2c83a9543e25287.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$12.99","current price $12.99","","Pride Of India","Pride Of India | Tomato Papadum, 10-Count (3.53oz - 100gm) | Protein Fiber & Iron Rich, Gluten-Free Vegan Lentil Crackers, Healthy Indian Appetizer | Microwaveable & Ready in Seconds","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Great-Canadian-Meat-Mild-Mini-Pepperonis-10-Pack-Bulk-Box-10-x-225g-Bags-High-Protein-Low-Fat-Gluten-Free-Snacks-On-the-Go-100-Made/44U0M8D5SIS1?classType=REGULAR&from=/search","Great Canadian Meat Mild Mini Pepperonis 10-Pack Bulk Box - 10 x 225g Bags - High Protein, Low Fat, Gluten-Free Meat Snacks for On-the-Go - 100% Canadian Made","","https://i5.walmartimages.com/asr/64eeb438-0598-4633-a69d-5ececca844c4.ffa1b6b396922ba69074d0dea4ab42be.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$110.00","current price $110.00","","Great Canadian Meat","Great Canadian Meat Mild Mini Pepperonis 10-Pack Bulk Box - 10 x 225g Bags - High Protein, Low Fat, Gluten-Free Meat Snacks for On-the-Go - 100% Canadian Made","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Yupik-Mixed-Maple-Nuts-Gluten-Free-Snack-Kosher-Non-GMO-Glazed-With-Pure-Syrup-Dry-Roasted-Almonds-Cashews-Pecans-Hazelnuts-Cozy-Cinnamon-Flavored-8/3L9QSTAXMSIG?classType=REGULAR&from=/search","Yupik Mixed Maple Nuts, Gluten-Free Snack, Kosher, Non-GMO, Maple Glazed Nuts, With Pure Maple Syrup, Dry Roasted Almonds, Cashews, Pecans, Hazelnuts, Cozy Cinnamon Flavored Snack, 8 Count, 156 g","","https://i5.walmartimages.com/asr/5317a92d-2761-4aef-a177-16c840c68b33.e39642b7eda97b61790c3c663041177f.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$51.99","current price $51.99","","Yupik","Yupik Mixed Maple Nuts, Gluten-Free Snack, Kosher, Non-GMO, Maple Glazed Nuts, With Pure Maple Syrup, Dry Roasted Almonds, Cashews, Pecans, Hazelnuts, Cozy Cinnamon Flavored Snack, 8 Count, 156 g","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Pride-Of-India-Tomato-Papadum-Pack-6-10-Count-Box-3-53oz-100gm-Protein-Fiber-Iron-Rich-Gluten-Free-Vegan-Lentil-Crackers-Healthy-Indian-Appetizer-Mic/56TP9V8MVHGP?classType=REGULAR&from=/search","Pride Of India | Tomato Papadum, Pack of 6-10 Count Box (3.53oz - 100gm) | Protein Fiber & Iron Rich, Gluten-Free Vegan Lentil Crackers, Healthy Indian Appetizer | Microwaveable & Ready in Seconds","","https://i5.walmartimages.com/asr/b5eb19fa-f315-4f53-8788-c559375ef9af.18ecf6a030226e8e7fe8ff8f8cc9ed34.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$39.99","current price $39.99","","Pride Of India","Pride Of India | Tomato Papadum, Pack of 6-10 Count Box (3.53oz - 100gm) | Protein Fiber & Iron Rich, Gluten-Free Vegan Lentil Crackers, Healthy Indian Appetizer | Microwaveable & Ready in Seconds","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Bean-Bites-Savory-Tomato-Lentil-Crisp-3-53-oz-100-g-Round-Crunchy-Sweet-Tangy-Taste-Plant-Based-Vegan-Crackers-Gluten-Free-Healthy-Snack-Keto-Chips-B/5UCWMYCA5R0O?classType=REGULAR&from=/search","Bean Bites | Savory Tomato Lentil Crisp 3.53 oz (100 g) | Round Crunchy Bites | Sweet Tangy Taste | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips By Pride of India","","https://i5.walmartimages.com/asr/02aa2d70-e019-4eda-be33-fd91d8ed0238.2c5ed9815df3109ba7f10c06fc73bb7e.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$10.99","current price $10.99","","Pride Of India","Bean Bites | Savory Tomato Lentil Crisp 3.53 oz (100 g) | Round Crunchy Bites | Sweet Tangy Taste | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips By Pride of India","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Bean-Bites-Mung-Munch-Lentil-Crisp-3-53-oz-100-g-Round-Crunchy-Classic-Savory-Plant-Based-Vegan-Crackers-Gluten-Free-Healthy-Snack-Keto-Chips-Pride-I/2FUBATS1I5Z1?classType=REGULAR&from=/search","Bean Bites | Mung Munch Lentil Crisp 3.53 oz (100 g) | Round Crunchy Bites | Classic Savory | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips  by Pride of India","","https://i5.walmartimages.com/asr/7da78cb9-bb58-451b-8166-ca541487a2bc.ccfb8027950aac17b924fb2d29e14149.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$10.99","current price $10.99","","Pride Of India","Bean Bites | Mung Munch Lentil Crisp 3.53 oz (100 g) | Round Crunchy Bites | Classic Savory | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips  by Pride of India","1","1 out of 5 stars. 1 reviews","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Mountain-House-Rice-Chicken-Pouch-Freeze-Dried-Backpacking-Camping-Food-Survival-Emergency-Gluten-Free-Entree-Meal-Easy-Prepare-Delicious-Nutritious/4FMWOFZ6D8E0?classType=VARIANT&from=/search","Mountain House Rice and Chicken Pouch| Freeze Dried Backpacking & Camping Food | Survival & Emergency Food | Gluten-Free | Entree Meal | Easy to Prepare | Delicious and Nutritious | 6 Pouch","","https://i5.walmartimages.com/asr/12ca8d35-0e7a-4e86-ad5d-b79807ca6586.26ac06450444592479397fd9eca781cb.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","","$124.99","current price $124.99","","Mountain House","Mountain House Rice and Chicken Pouch| Freeze Dried Backpacking & Camping Food | Survival & Emergency Food | Gluten-Free | Entree Meal | Easy to Prepare | Delicious and Nutritious | 6 Pouch","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Great-Canadian-Meat-Variety-Flavour-Mini-Pepperoni-10-Pack-Bulk-Snack-Box-Smokey-Bacon-Honey-Garlic-Hot-Mild-10-x-225g-Bags-High-Protein-Keto-Friendl/18HP0YUJJH2W?classType=REGULAR&from=/search","Great Canadian Meat Variety Flavour Mini Pepperoni 10-Pack Bulk Snack Box - Smokey Bacon, Honey Garlic, Hot, Mild - 10 x 225g Bags - High Protein, Keto Friendly, Gluten-Free Meat Snacks","","https://i5.walmartimages.com/asr/af27dd68-6023-4d25-97b5-a1374f0de056.ca87cb8c431c2cc6b0bd8e42a04c97a8.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$110.00","current price $110.00","","Great Canadian Meat","Great Canadian Meat Variety Flavour Mini Pepperoni 10-Pack Bulk Snack Box - Smokey Bacon, Honey Garlic, Hot, Mild - 10 x 225g Bags - High Protein, Keto Friendly, Gluten-Free Meat Snacks","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Bean-Bites-Spicy-Crackle-Lentil-Crisp-3-53-oz-100-g-Round-Crunchy-Hot-Plant-Based-Vegan-Crackers-Gluten-Free-Healthy-Snack-Keto-Chips-By-Pride-India/2PR5G5TT78FC?classType=REGULAR&from=/search","Bean Bites | Spicy Crackle Lentil Crisp 3.53 oz (100 g) | Round Crunchy Bites | Hot & Spicy | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips By Pride of India","","https://i5.walmartimages.com/asr/e20b7571-bacb-4807-9f7d-0ec28255622c.fd301526f54fd69cb494edb6a438cae1.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$10.99","current price $10.99","","Pride Of India","Bean Bites | Spicy Crackle Lentil Crisp 3.53 oz (100 g) | Round Crunchy Bites | Hot & Spicy | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips By Pride of India","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Bean-Bites-Spicy-Crackle-Lentil-Crisp-3-53-oz-100-g-6-Pack-Round-Crunchy-Hot-Plant-Based-Vegan-Crackers-Gluten-Free-Healthy-Snack-Keto-Chips-By-Pride/6PA0L2SZ9VJ5?classType=REGULAR&from=/search","Bean Bites | Spicy Crackle Lentil Crisp 3.53 oz (100 g)-6 Pack | Round Crunchy Bites | Hot & Spicy | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips By Pride of India","","https://i5.walmartimages.com/asr/bbedd955-0dd7-4180-a67d-062c7ea1cc4e.de477448e90843501756143724056ccd.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$39.99","current price $39.99","","Pride Of India","Bean Bites | Spicy Crackle Lentil Crisp 3.53 oz (100 g)-6 Pack | Round Crunchy Bites | Hot & Spicy | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips By Pride of India","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Mountain-House-Pad-Thai-Chicken-Pouch-Freeze-Dried-Backpacking-Camping-Food-Survival-Emergency-Gluten-Free-Entree-Meal-Easy-Prepare-Delicious-Nutriti/2V86ZO0333XF?classType=REGULAR&from=/search","Mountain House Pad Thai with Chicken Pouch | Freeze Dried Backpacking & Camping Food | Survival & Emergency Food | Gluten-Free | Entree Meal | Easy to Prepare | Delicious and Nutritious | 6 Pouch","","https://i5.walmartimages.com/asr/0486bb34-40de-4bc3-a032-3ae8e19772be.2d83ef646845079fb9c3edac1e91b196.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$124.99","current price $124.99","","Mountain House","Mountain House Pad Thai with Chicken Pouch | Freeze Dried Backpacking & Camping Food | Survival & Emergency Food | Gluten-Free | Entree Meal | Easy to Prepare | Delicious and Nutritious | 6 Pouch","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Bean-Bites-Mung-Munch-Lentil-Crisp-3-53-oz-100-g-6-Pack-Round-Crunchy-Classic-Savory-Plant-Based-Vegan-Crackers-Gluten-Free-Healthy-Snack-Keto-Chips/1JXK21V21UEI?classType=REGULAR&from=/search","Bean Bites | Mung Munch Lentil Crisp 3.53 oz (100 g)-6 Pack | Round Crunchy Bites | Classic Savory | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips by Pride of India","","https://i5.walmartimages.com/asr/686dbdb2-05b5-41ed-a202-f6573b9f3cfe.e84db6afa7e46f25cf9051df6a41aa52.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$39.99","current price $39.99","","Pride Of India","Bean Bites | Mung Munch Lentil Crisp 3.53 oz (100 g)-6 Pack | Round Crunchy Bites | Classic Savory | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips by Pride of India","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Bean-Bites-Savory-Tomato-Lentil-Crisp-3-53-oz-100-g-6-Pack-Round-Crunchy-Sweet-Tangy-Taste-Plant-Based-Vegan-Crackers-Gluten-Free-Healthy-Snack-Keto/3M0O99J0FQJD?classType=REGULAR&from=/search","Bean Bites | Savory Tomato Lentil Crisp 3.53 oz (100 g)-6 Pack | Round Crunchy Bites | Sweet Tangy Taste | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips  By Pride of India","","https://i5.walmartimages.com/asr/5dcb70e5-4258-491d-9377-8196a2f2ff42.1fda0252e521167e907e2f99fc9c299d.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$39.99","current price $39.99","","Pride Of India","Bean Bites | Savory Tomato Lentil Crisp 3.53 oz (100 g)-6 Pack | Round Crunchy Bites | Sweet Tangy Taste | Plant Based Vegan Crackers, Gluten-Free Healthy Snack, Keto Chips  By Pride of India","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Pride-Of-India-Mung-Bean-Plain-Papadum-Lentil-Crisp-Pack-6-10-count-3-53oz-100gm-Protein-Fiber-Iron-Rich-Gluten-Free-Vegan-Crackers-Healthy-Indian-Ap/6TC4VHRLSGF8?classType=REGULAR&from=/search","Pride Of India - Mung Bean Plain Papadum Lentil Crisp, Pack of 6 - 10 count (3.53oz - 100gm) - Protein Fiber & Iron Rich, Gluten-Free Vegan Lentil Crackers, Healthy Indian Appetizer, Ready in Seconds","","https://i5.walmartimages.com/asr/12e38285-bd7e-4995-99e5-53977b55829c.a5653e787f6dfdb8f6c0f69f19a1327b.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$44.99","current price $44.99","","Pride Of India","Pride Of India - Mung Bean Plain Papadum Lentil Crisp, Pack of 6 - 10 count (3.53oz - 100gm) - Protein Fiber & Iron Rich, Gluten-Free Vegan Lentil Crackers, Healthy Indian Appetizer, Ready in Seconds","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/Roasted-Lentil-Variety-12-Pack-Barbecue-Sea-Salt-Sea-Vinegar-Plant-Protein-High-Source-Fibre-Low-Fat-Snack-Vegan-Gluten-Free-Non-GMO-Certified/6CXESPXME4JS?classType=REGULAR&from=/search","Roasted Lentil Variety 12 Pack | Barbecue |Sea Salt | Sea Salt & Vinegar | Plant Protein | High Source of Fibre | Low Fat Snack | Vegan Snack | Gluten-Free Snack | Non-GMO Certified","","https://i5.walmartimages.com/asr/ca234b72-d8f5-4b99-b9b5-c7b9b5a8c14c.5a3791e320582e6830e46a10bbaaab5d.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$46.99","current price $46.99","","Three Farmers Foods","Roasted Lentil Variety 12 Pack | Barbecue |Sea Salt | Sea Salt & Vinegar | Plant Protein | High Source of Fibre | Low Fat Snack | Vegan Snack | Gluten-Free Snack | Non-GMO Certified","","","","","Pickup available","in 3+ days","Delivery",""
"https://www.walmart.ca/en/ip/The-Keg-Beef-Burgers-4x170g/606CC806590P?classType=REGULAR&from=/search","The Keg Beef Burgers 4x170g, The Keg Beef Burgers Gluten Free 4x170g","","https://i5.walmartimages.com/asr/2c629565-9577-44b9-865b-34b22d1afdf1.bcd3d443d2ff9b19fd8676d35a2a0720.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$17.92","current price $17.92","","THE KEG STEAKHOUSE & BAR","The Keg Beef Burgers 4x170g, The Keg Beef Burgers Gluten Free 4x170g","3","3.6667 out of 5 stars. 3 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/little-gourmet-organic-fruit-veggie-oat-bars-strawberry-carrot/6000205136720?classType=REGULAR&athbdg=L1102&from=/search","Little Gourmet Organic Fruit & Veggie Oat Bars Strawberry Carrot, Gluten free Oat Bars - 5 x 18g","500+ bought in past month","https://i5.walmartimages.ca/images/Enlarge/703/340/6000206703340.jpg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$4.47","current price $4.47","","Baby Gourmet Foods Inc","Little Gourmet Organic Fruit & Veggie Oat Bars Strawberry Carrot, Gluten free Oat Bars - 5 x 18g","19","3.8947 out of 5 stars. 19 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/Nakd-Peanut-Delight-Multipack/6000200892545?classType=REGULAR&from=/search","Nakd Peanut Delight Multipack, Gluten-free snack bars","","https://i5.walmartimages.com/asr/4af76947-67ec-4b8e-a3df-efd415223653.14e175e1784097ac69bfa6584fd01eb7.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$5.97","current price $5.97","$4.26/100g","Nakd Bars","Nakd Peanut Delight Multipack, Gluten-free snack bars","2","4.5 out of 5 stars. 2 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/little-gourmet-organic-fruit-veggie-oat-bars-apple-blueberry-spinach/5YB3X6H6A75Z?classType=REGULAR&athbdg=L1102&from=/search","Little Gourmet Organic Fruit & Veggie Oat Bars Apple Blueberry Spinach, Gluten free Oat Bars - 5 x 18g","500+ bought in past month","https://i5.walmartimages.ca/images/Enlarge/700/147/6000206700147.jpg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$4.47","current price $4.47","","Baby Gourmet Foods Inc","Little Gourmet Organic Fruit & Veggie Oat Bars Apple Blueberry Spinach, Gluten free Oat Bars - 5 x 18g","23","3.8261 out of 5 stars. 23 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/Angie-s-BOOMCHICKAPOP-Ready-To-Eat-Gluten-Free-Non-GMO-Sea-Salt-Vegan-Popcorn-136-g/6000195388646?classType=REGULAR&from=/search","Angie’s BOOMCHICKAPOP® Ready-To-Eat, Gluten-Free, Non-GMO, Sea Salt Vegan Popcorn, 136 g, A cholesterol free, whole grain, Non GMO, Kosher, gluten free snack","","https://i5.walmartimages.com/asr/c3e60802-4228-42e7-97ba-20e142b12723.bba8381399a0238418ce75f312e35ded.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$4.98","current price $4.98","$3.66/100g","Angie's BOOMCHICKAPOP","Angie’s BOOMCHICKAPOP® Ready-To-Eat, Gluten-Free, Non-GMO, Sea Salt Vegan Popcorn, 136 g, A cholesterol free, whole grain, Non GMO, Kosher, gluten free snack","190","4.5105 out of 5 stars. 190 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/Orville-Redenbacher-Popcorn-Microwave-Buttery-6-bags-82g/10252591?classType=REGULAR&athbdg=L3033&from=/search","Orville Redenbacher Popcorn - Microwave Buttery (6 bags, 82g), Non-GMO, whole grain microwave popcorn with a high source of fibre and gluten free","2 for $8","https://i5.walmartimages.com/asr/2861ac02-883c-4eb9-8e3c-c55204c06aad.dfaf14856d60414adca8d897bdd2e041.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$5.47","current price $5.47","$1.11/100g","Orville Redenbacher's","Orville Redenbacher Popcorn - Microwave Buttery (6 bags, 82g), Non-GMO, whole grain microwave popcorn with a high source of fibre and gluten free","589","4.5705 out of 5 stars. 589 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/Angie-s-BOOMCHICKAPOP-Gluten-Free-Non-GMO-Sweet-Salty-Ready-To-Eat-Vegan-Kettle-Corn-Popcorn-198-g/6000195388634?classType=REGULAR&from=/search","Angie’s BOOMCHICKAPOP® Gluten-Free, Non-GMO, Sweet & Salty Ready-To-Eat Vegan Kettle Corn Popcorn, 198 g, A cholesterol free, whole grain, Non GMO, Kosher, gluten free snack","","https://i5.walmartimages.com/asr/de064fc5-f1f8-4279-8677-10442bf5cb8c.12b8798af60666156acc28725312a83a.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$4.98","current price $4.98","$2.52/100g","Angie's BOOMCHICKAPOP","Angie’s BOOMCHICKAPOP® Gluten-Free, Non-GMO, Sweet & Salty Ready-To-Eat Vegan Kettle Corn Popcorn, 198 g, A cholesterol free, whole grain, Non GMO, Kosher, gluten free snack","286","4.6678 out of 5 stars. 286 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/Orville-Redenbacher-Original-Kernel-Popcorn-850-g/10287816?classType=REGULAR&athbdg=L1600&from=/search","Orville Redenbacher Original Kernel Popcorn, 850 g, Non-GMO, whole grain kernel popcorn with a  high source of fibre and gluten free","Best seller","https://i5.walmartimages.com/asr/0698f856-c2b1-4138-be40-d21cc3984a64.4f584270ac998ee325e88cf446b2946b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$4.97","current price $4.97","58¢/100g","Orville Redenbacher's","Orville Redenbacher Original Kernel Popcorn, 850 g, Non-GMO, whole grain kernel popcorn with a  high source of fibre and gluten free","524","4.4962 out of 5 stars. 524 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/Orville-Redenbacher-Popcorn-Microwave-Extra-Buttery-10-Bags-82g/10285325?classType=REGULAR&from=/search","Orville Redenbacher Popcorn - Microwave Extra Buttery - (10 Bags, 82g), Non-GMO, whole grain microwave popcorn with a high source of fibre and gluten free","","https://i5.walmartimages.com/asr/97ca0bfc-5fea-45e4-8b81-697dcf850306.d972fe48a530398bb13652956d1c233a.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$8.48","current price $8.48","$1.03/100g","Orville Redenbacher's","Orville Redenbacher Popcorn - Microwave Extra Buttery - (10 Bags, 82g), Non-GMO, whole grain microwave popcorn with a high source of fibre and gluten free","183","4.7322 out of 5 stars. 183 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/Orville-Redenbacher-Popcorn-Microwave-Buttery-10-bags-82g/10285423?classType=REGULAR&from=/search","Orville Redenbacher Popcorn - Microwave Buttery (10 bags, 82g), Non-GMO, whole grain microwave popcorn with a high source of fibre and gluten free","","https://i5.walmartimages.com/asr/71b1014a-cc97-43d7-9e4d-ec5f86e6a889.00d2b59fe0dd773cb319f2e5b566c455.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$8.48","current price $8.48","86¢/100g","Orville Redenbacher's","Orville Redenbacher Popcorn - Microwave Buttery (10 bags, 82g), Non-GMO, whole grain microwave popcorn with a high source of fibre and gluten free","196","4.3367 out of 5 stars. 196 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
"https://www.walmart.ca/en/ip/Orville-Redenbacher-Popcorn-Microwave-Buttery-3-bags-82g/10285375?classType=REGULAR&from=/search","Orville Redenbacher Popcorn - Microwave Buttery (3 bags, 82g), Non-GMO, whole grain microwave popcorn with a high source of fibre and gluten free","","https://i5.walmartimages.com/asr/2bdd6789-9070-4edb-8bff-0664626d1613.79a63c91e5975f459618d712c30bf735.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF","Add","$4.28","current price $4.28","$1.74/100g","Orville Redenbacher's","Orville Redenbacher Popcorn - Microwave Buttery (3 bags, 82g), Non-GMO, whole grain microwave popcorn with a high source of fibre and gluten free","161","4.2298 out of 5 stars. 161 reviews","Free Delivery with","https://i5.walmartimages.com/dfw/3ccc2d91-49dd/k2-_2dc6530f-2ead-40b6-8ec8-fedc1c0c8978.v1.png","Pickup","today","Delivery","today"
